Operation,Request time,Response time
GetItem,16/3/2023 03:07:20.341,16/3/2023 03:07:21.957
GetOrderList,16/3/2023 03:20:11.571,16/3/2023 03:20:11.671
SetPayment,16/3/2023 03:33:02.801,16/3/2023 03:33:03.651
GetTrackingData,16/3/2023 03:45:54.031,16/3/2023 03:45:55.014
GetPaymentList,16/3/2023 03:58:45.261,16/3/2023 03:58:46.827
AddItemToOrder,16/3/2023 04:11:36.491,16/3/2023 04:11:37.141
GetPaymentMethods,16/3/2023 04:24:27.721,16/3/2023 04:24:28.504
GetTrackingData,16/3/2023 04:37:18.951,16/3/2023 04:37:19.951
GetTrackingData,16/3/2023 04:50:10.181,16/3/2023 04:50:11.564
SendNotification,16/3/2023 05:03:01.411,16/3/2023 05:03:02.394
GetTrackingData,16/3/2023 05:15:52.641,16/3/2023 05:15:53.641
SendNotification,16/3/2023 05:28:43.871,16/3/2023 05:28:44.887
GetPaymentMethods,16/3/2023 05:41:35.101,16/3/2023 05:41:36.667
GetOrderList,16/3/2023 05:54:26.331,16/3/2023 05:54:27.714
Login,16/3/2023 06:07:17.561,16/3/2023 06:07:18.494
GetItemList,16/3/2023 06:20:08.791,16/3/2023 06:20:09.307
GetTrackingData,16/3/2023 06:33:00.021,16/3/2023 06:33:00.804
ModifyItem,16/3/2023 06:45:51.251,16/3/2023 06:45:57.984
GetPaymentMethods,16/3/2023 06:58:42.481,16/3/2023 06:58:43.064
GetItemList,16/3/2023 07:11:33.711,16/3/2023 07:11:34.377
AddItemToOrder,16/3/2023 07:24:24.941,16/3/2023 07:24:25.241
SendNotification,16/3/2023 07:37:16.171,16/3/2023 07:37:17.604
GetItem,16/3/2023 07:50:07.401,16/3/2023 07:50:07.651
SetPayment,16/3/2023 08:02:58.631,16/3/2023 08:02:59.614
SetDeliveryAddress,16/3/2023 08:15:49.861,16/3/2023 08:15:51.144
GetOrderList,16/3/2023 08:28:41.091,16/3/2023 08:28:41.274
GetItemList,16/3/2023 08:41:32.321,16/3/2023 08:41:33.337
ModifyItem,16/3/2023 08:54:23.551,16/3/2023 08:54:27.051
AddItemToOrder,16/3/2023 09:07:14.781,16/3/2023 09:07:15.114
GetTrackingData,16/3/2023 09:20:06.011,16/3/2023 09:20:06.344
GetTrackingData,16/3/2023 09:32:57.241,16/3/2023 09:32:58.057
ModifyOrder,16/3/2023 09:45:48.471,16/3/2023 09:45:55.987
ModifyItem,16/3/2023 09:58:39.701,16/3/2023 09:58:41.434
ModifyItem,16/3/2023 10:11:30.931,16/3/2023 10:11:39.264
GetItem,16/3/2023 10:24:22.161,16/3/2023 10:24:23.627
SetDeliveryAddress,16/3/2023 10:37:13.391,16/3/2023 10:37:14.191
GetPaymentList,16/3/2023 10:50:04.621,16/3/2023 10:50:04.771
SetPayment,16/3/2023 11:02:55.851,16/3/2023 11:02:56.651
GetTrackingData,16/3/2023 11:15:47.081,16/3/2023 11:15:47.597
GetOrder,16/3/2023 11:28:38.311,16/3/2023 11:28:39.044
GetOrderList,16/3/2023 11:41:29.541,16/3/2023 11:41:30.907
SetPayment,16/3/2023 11:54:20.771,16/3/2023 11:54:22.421
ModifyOrder,16/3/2023 12:07:12.001,16/3/2023 12:07:13.684
GetPaymentList,16/3/2023 12:20:03.231,16/3/2023 12:20:04.481
GetOrderList,16/3/2023 12:32:54.461,16/3/2023 12:32:54.744
GetOrderList,16/3/2023 12:45:45.691,16/3/2023 12:45:47.341
GetItem,16/3/2023 12:58:36.921,16/3/2023 12:58:37.087
GetItemList,16/3/2023 13:11:28.151,16/3/2023 13:11:29.434
GetOrderList,16/3/2023 13:24:19.381,16/3/2023 13:24:19.847
Login,16/3/2023 13:37:10.611,16/3/2023 13:37:11.694
SetPayment,16/3/2023 13:50:01.841,16/3/2023 13:50:02.224
AddItemToOrder,16/3/2023 14:02:53.071,16/3/2023 14:02:54.437
GetOrderList,16/3/2023 14:15:44.301,16/3/2023 14:15:45.167
GetItem,16/3/2023 14:28:35.531,16/3/2023 14:28:36.831
SendNotification,16/3/2023 14:41:26.761,16/3/2023 14:41:26.994
GetOrderList,16/3/2023 14:54:17.991,16/3/2023 14:54:18.924
GetTrackingData,16/3/2023 15:07:09.221,16/3/2023 15:07:09.471
Login,16/3/2023 15:20:00.451,16/3/2023 15:20:01.117
AddItemToOrder,16/3/2023 15:32:51.681,16/3/2023 15:32:52.614
GetPaymentList,16/3/2023 15:45:42.911,16/3/2023 15:45:43.744
GetItem,16/3/2023 15:58:34.141,16/3/2023 15:58:34.991
GetPaymentMethods,16/3/2023 16:11:25.371,16/3/2023 16:11:26.071
GetPaymentMethods,16/3/2023 16:24:16.601,16/3/2023 16:24:16.801
GetPaymentMethods,16/3/2023 16:37:07.831,16/3/2023 16:37:07.914
GetPaymentMethods,16/3/2023 16:49:59.061,16/3/2023 16:50:00.494
ModifyItem,16/3/2023 17:02:50.291,16/3/2023 17:02:56.407
GetPaymentMethods,16/3/2023 17:15:41.521,16/3/2023 17:15:41.554
SetPayment,16/3/2023 17:28:32.751,16/3/2023 17:28:33.351
AddItemToOrder,16/3/2023 17:41:23.981,16/3/2023 17:41:24.647
SetPayment,16/3/2023 17:54:15.211,16/3/2023 17:54:15.861
SendNotification,16/3/2023 18:07:06.441,16/3/2023 18:07:06.907
GetPaymentMethods,16/3/2023 18:19:57.671,16/3/2023 18:19:58.171
SetPayment,16/3/2023 18:32:48.901,16/3/2023 18:32:49.951
Login,16/3/2023 18:45:40.131,16/3/2023 18:45:41.281
GetTrackingData,16/3/2023 18:58:31.361,16/3/2023 18:58:31.394
GetPaymentList,16/3/2023 19:11:22.591,16/3/2023 19:11:22.641
AddItemToOrder,16/3/2023 19:24:13.821,16/3/2023 19:24:14.221
SendNotification,16/3/2023 19:37:05.051,16/3/2023 19:37:05.251
SetPayment,16/3/2023 19:49:56.281,16/3/2023 19:49:57.914
SetPayment,16/3/2023 20:02:47.511,16/3/2023 20:02:47.727
SendNotification,16/3/2023 20:15:38.741,16/3/2023 20:15:38.774
SendNotification,16/3/2023 20:28:29.971,16/3/2023 20:28:30.071
GetPaymentList,16/3/2023 20:41:21.201,16/3/2023 20:41:21.867
ModifyOrder,16/3/2023 20:54:12.431,16/3/2023 20:54:14.247
GetTrackingData,16/3/2023 21:07:03.661,16/3/2023 21:07:04.361
GetTrackingData,16/3/2023 21:19:54.891,16/3/2023 21:19:55.541
GetOrderList,16/3/2023 21:32:46.121,16/3/2023 21:32:46.871
ModifyItem,16/3/2023 21:45:37.351,16/3/2023 21:45:37.384
GetOrder,16/3/2023 21:58:28.581,16/3/2023 21:58:28.764
ModifyOrder,16/3/2023 22:11:19.811,16/3/2023 22:11:23.561
SetPayment,16/3/2023 22:24:11.041,16/3/2023 22:24:11.157
ModifyItem,16/3/2023 22:37:02.271,16/3/2023 22:37:10.504
SetPayment,16/3/2023 22:49:53.501,16/3/2023 22:49:53.784
SendNotification,16/3/2023 23:02:44.731,16/3/2023 23:02:45.181
GetOrder,16/3/2023 23:15:35.961,16/3/2023 23:15:36.027
SetDeliveryAddress,16/3/2023 23:28:27.191,16/3/2023 23:28:27.624
GetItem,16/3/2023 23:41:18.421,16/3/2023 23:41:19.087
SendNotification,16/3/2023 23:54:09.651,16/3/2023 23:54:11.317
ModifyOrder,17/3/2023 00:07:00.881,17/3/2023 00:07:03.031
SendNotification,17/3/2023 00:19:52.111,17/3/2023 00:19:52.961
GetPaymentList,17/3/2023 00:32:43.341,17/3/2023 00:32:43.441
GetItemList,17/3/2023 00:45:34.571,17/3/2023 00:45:35.554
GetPaymentList,17/3/2023 00:58:25.801,17/3/2023 00:58:27.134
GetItem,17/3/2023 01:11:17.031,17/3/2023 01:11:17.897
SetPayment,17/3/2023 01:24:08.261,17/3/2023 01:24:08.361
ModifyItem,17/3/2023 01:36:59.491,17/3/2023 01:37:06.974
Login,17/3/2023 01:49:50.721,17/3/2023 01:49:51.721
ModifyOrder,17/3/2023 02:02:41.951,17/3/2023 02:02:45.451
GetItemList,17/3/2023 02:15:33.181,17/3/2023 02:15:34.431
GetItem,17/3/2023 02:28:24.411,17/3/2023 02:28:25.994
Login,17/3/2023 02:41:15.641,17/3/2023 02:41:16.074
GetOrder,17/3/2023 02:54:06.871,17/3/2023 02:54:07.054
ModifyOrder,17/3/2023 03:06:58.101,17/3/2023 03:07:06.684
GetPaymentList,17/3/2023 03:19:49.331,17/3/2023 03:19:50.447
ModifyOrder,17/3/2023 03:32:40.561,17/3/2023 03:32:48.511
GetTrackingData,17/3/2023 03:45:31.791,17/3/2023 03:45:32.857
SetPayment,17/3/2023 03:58:23.021,17/3/2023 03:58:24.187
SetDeliveryAddress,17/3/2023 04:11:14.251,17/3/2023 04:11:14.901
ModifyItem,17/3/2023 04:24:05.481,17/3/2023 04:24:14.214
GetPaymentMethods,17/3/2023 04:36:56.711,17/3/2023 04:36:57.527
GetItemList,17/3/2023 04:49:47.941,17/3/2023 04:49:47.974
GetPaymentList,17/3/2023 05:02:39.171,17/3/2023 05:02:40.371
SetDeliveryAddress,17/3/2023 05:15:30.401,17/3/2023 05:15:30.467
Login,17/3/2023 05:28:21.631,17/3/2023 05:28:22.714
SendNotification,17/3/2023 05:41:12.861,17/3/2023 05:41:13.911
SetDeliveryAddress,17/3/2023 05:54:04.091,17/3/2023 05:54:05.307
ModifyItem,17/3/2023 06:06:55.321,17/3/2023 06:07:03.454
GetOrderList,17/3/2023 06:19:46.551,17/3/2023 06:19:46.884
SendNotification,17/3/2023 06:32:37.781,17/3/2023 06:32:38.581
GetPaymentMethods,17/3/2023 06:45:29.011,17/3/2023 06:45:29.177
SetPayment,17/3/2023 06:58:20.241,17/3/2023 06:58:20.741
SendNotification,17/3/2023 07:11:11.471,17/3/2023 07:11:12.971
SendNotification,17/3/2023 07:24:02.701,17/3/2023 07:24:03.334
GetTrackingData,17/3/2023 07:36:53.931,17/3/2023 07:36:54.281
GetTrackingData,17/3/2023 07:49:45.161,17/3/2023 07:49:45.411
SendNotification,17/3/2023 08:02:36.391,17/3/2023 08:02:37.741
SetDeliveryAddress,17/3/2023 08:15:27.621,17/3/2023 08:15:27.654
ModifyOrder,17/3/2023 08:28:18.851,17/3/2023 08:28:24.701
Login,17/3/2023 08:41:10.081,17/3/2023 08:41:10.764
SetPayment,17/3/2023 08:54:01.311,17/3/2023 08:54:02.244
GetOrderList,17/3/2023 09:06:52.541,17/3/2023 09:06:53.624
Login,17/3/2023 09:19:43.771,17/3/2023 09:19:44.587
SetPayment,17/3/2023 09:32:35.001,17/3/2023 09:32:35.884
GetOrder,17/3/2023 09:45:26.231,17/3/2023 09:45:26.431
GetTrackingData,17/3/2023 09:58:17.461,17/3/2023 09:58:18.044
GetItemList,17/3/2023 10:11:08.691,17/3/2023 10:11:09.007
GetOrder,17/3/2023 10:23:59.921,17/3/2023 10:24:00.654
GetTrackingData,17/3/2023 10:36:51.151,17/3/2023 10:36:52.367
GetItem,17/3/2023 10:49:42.381,17/3/2023 10:49:43.397
ModifyItem,17/3/2023 11:02:33.611,17/3/2023 11:02:41.944
ModifyItem,17/3/2023 11:15:24.841,17/3/2023 11:15:28.424
SetDeliveryAddress,17/3/2023 11:28:16.071,17/3/2023 11:28:17.487
ModifyItem,17/3/2023 11:41:07.301,17/3/2023 11:41:13.601
SetDeliveryAddress,17/3/2023 11:53:58.531,17/3/2023 11:53:59.414
Login,17/3/2023 12:06:49.761,17/3/2023 12:06:50.944
GetOrderList,17/3/2023 12:19:40.991,17/3/2023 12:19:42.424
GetPaymentList,17/3/2023 12:32:32.221,17/3/2023 12:32:32.921
GetPaymentMethods,17/3/2023 12:45:23.451,17/3/2023 12:45:23.534
SetDeliveryAddress,17/3/2023 12:58:14.681,17/3/2023 12:58:14.947
SetDeliveryAddress,17/3/2023 13:11:05.911,17/3/2023 13:11:07.311
GetItemList,17/3/2023 13:23:57.141,17/3/2023 13:23:57.674
GetOrderList,17/3/2023 13:36:48.371,17/3/2023 13:36:49.237
SetPayment,17/3/2023 13:49:39.601,17/3/2023 13:49:41.134
SetPayment,17/3/2023 14:02:30.831,17/3/2023 14:02:31.031
AddItemToOrder,17/3/2023 14:15:22.061,17/3/2023 14:15:22.077
GetPaymentList,17/3/2023 14:28:13.291,17/3/2023 14:28:13.657
SendNotification,17/3/2023 14:41:04.521,17/3/2023 14:41:05.937
SetPayment,17/3/2023 14:53:55.751,17/3/2023 14:53:55.867
GetPaymentMethods,17/3/2023 15:06:46.981,17/3/2023 15:06:47.131
GetItem,17/3/2023 15:19:38.211,17/3/2023 15:19:38.494
SetPayment,17/3/2023 15:32:29.441,17/3/2023 15:32:30.157
Login,17/3/2023 15:45:20.671,17/3/2023 15:45:21.204
ModifyOrder,17/3/2023 15:58:11.901,17/3/2023 15:58:12.001
ModifyOrder,17/3/2023 16:11:03.131,17/3/2023 16:11:03.847
GetTrackingData,17/3/2023 16:23:54.361,17/3/2023 16:23:54.661
GetPaymentMethods,17/3/2023 16:36:45.591,17/3/2023 16:36:46.157
GetTrackingData,17/3/2023 16:49:36.821,17/3/2023 16:49:37.971
GetPaymentMethods,17/3/2023 17:02:28.051,17/3/2023 17:02:28.401
ModifyOrder,17/3/2023 17:15:19.281,17/3/2023 17:15:23.264
GetOrder,17/3/2023 17:28:10.511,17/3/2023 17:28:11.094
GetOrderList,17/3/2023 17:41:01.741,17/3/2023 17:41:02.157
ModifyOrder,17/3/2023 17:53:52.971,17/3/2023 17:53:55.137
SetDeliveryAddress,17/3/2023 18:06:44.201,17/3/2023 18:06:44.651
GetPaymentList,17/3/2023 18:19:35.431,17/3/2023 18:19:36.531
GetOrderList,17/3/2023 18:32:26.661,17/3/2023 18:32:26.877
SendNotification,17/3/2023 18:45:17.891,17/3/2023 18:45:19.274
GetOrderList,17/3/2023 18:58:09.121,17/3/2023 18:58:09.921
SetPayment,17/3/2023 19:11:00.351,17/3/2023 19:11:01.834
SetPayment,17/3/2023 19:23:51.581,17/3/2023 19:23:51.814
GetItemList,17/3/2023 19:36:42.811,17/3/2023 19:36:43.427
Login,17/3/2023 19:49:34.041,17/3/2023 19:49:35.624
GetTrackingData,17/3/2023 20:02:25.271,17/3/2023 20:02:25.821
SetDeliveryAddress,17/3/2023 20:15:16.501,17/3/2023 20:15:17.934
SetPayment,17/3/2023 20:28:07.731,17/3/2023 20:28:08.514
GetTrackingData,17/3/2023 20:40:58.961,17/3/2023 20:40:59.061
GetItem,17/3/2023 20:53:50.191,17/3/2023 20:53:50.691
GetItem,17/3/2023 21:06:41.421,17/3/2023 21:06:42.671
GetPaymentMethods,17/3/2023 21:19:32.651,17/3/2023 21:19:34.101
GetTrackingData,17/3/2023 21:32:23.881,17/3/2023 21:32:25.214
SetDeliveryAddress,17/3/2023 21:45:15.111,17/3/2023 21:45:15.394
GetPaymentList,17/3/2023 21:58:06.341,17/3/2023 21:58:06.841
GetPaymentMethods,17/3/2023 22:10:57.571,17/3/2023 22:10:58.371
GetPaymentList,17/3/2023 22:23:48.801,17/3/2023 22:23:49.317
GetOrder,17/3/2023 22:36:40.031,17/3/2023 22:36:40.814
GetPaymentMethods,17/3/2023 22:49:31.261,17/3/2023 22:49:32.361
Login,17/3/2023 23:02:22.491,17/3/2023 23:02:22.907
GetItemList,17/3/2023 23:15:13.721,17/3/2023 23:15:14.504
GetOrder,17/3/2023 23:28:04.951,17/3/2023 23:28:05.317
SetDeliveryAddress,17/3/2023 23:40:56.181,17/3/2023 23:40:57.164
SendNotification,17/3/2023 23:53:47.411,17/3/2023 23:53:47.761
GetOrderList,18/3/2023 00:06:38.641,18/3/2023 00:06:39.657
GetItemList,18/3/2023 00:19:29.871,18/3/2023 00:19:30.521
GetTrackingData,18/3/2023 00:32:21.101,18/3/2023 00:32:21.517
SetPayment,18/3/2023 00:45:12.331,18/3/2023 00:45:13.581
Login,18/3/2023 00:58:03.561,18/3/2023 00:58:05.211
SendNotification,18/3/2023 01:10:54.791,18/3/2023 01:10:55.041
GetOrderList,18/3/2023 01:23:46.021,18/3/2023 01:23:47.037
ModifyOrder,18/3/2023 01:36:37.251,18/3/2023 01:36:44.551
GetOrderList,18/3/2023 01:49:28.481,18/3/2023 01:49:29.614
SetPayment,18/3/2023 02:02:19.711,18/3/2023 02:02:20.977
GetItemList,18/3/2023 02:15:10.941,18/3/2023 02:15:11.807
GetOrder,18/3/2023 02:28:02.171,18/3/2023 02:28:02.371
GetItem,18/3/2023 02:40:53.401,18/3/2023 02:40:53.917
AddItemToOrder,18/3/2023 02:53:44.631,18/3/2023 02:53:45.647
GetPaymentMethods,18/3/2023 03:06:35.861,18/3/2023 03:06:35.894
GetOrder,18/3/2023 03:19:27.091,18/3/2023 03:19:27.607
ModifyOrder,18/3/2023 03:32:18.321,18/3/2023 03:32:20.504
SendNotification,18/3/2023 03:45:09.551,18/3/2023 03:45:10.367
GetItemList,18/3/2023 03:58:00.781,18/3/2023 03:58:01.914
GetTrackingData,18/3/2023 04:10:52.011,18/3/2023 04:10:52.977
GetPaymentMethods,18/3/2023 04:23:43.241,18/3/2023 04:23:44.124
SetDeliveryAddress,18/3/2023 04:36:34.471,18/3/2023 04:36:34.787
GetItem,18/3/2023 04:49:25.701,18/3/2023 04:49:26.101
GetOrderList,18/3/2023 05:02:16.931,18/3/2023 05:02:16.964
GetOrder,18/3/2023 05:15:08.161,18/3/2023 05:15:09.427
SetDeliveryAddress,18/3/2023 05:27:59.391,18/3/2023 05:28:00.107
GetItemList,18/3/2023 05:40:50.621,18/3/2023 05:40:51.754
SetDeliveryAddress,18/3/2023 05:53:41.851,18/3/2023 05:53:42.651
GetOrderList,18/3/2023 06:06:33.081,18/3/2023 06:06:34.564
SetPayment,18/3/2023 06:19:24.311,18/3/2023 06:19:25.627
SetDeliveryAddress,18/3/2023 06:32:15.541,18/3/2023 06:32:15.607
GetItem,18/3/2023 06:45:06.771,18/3/2023 06:45:08.021
GetItemList,18/3/2023 06:57:58.001,18/3/2023 06:57:58.884
GetOrderList,18/3/2023 07:10:49.231,18/3/2023 07:10:50.031
GetOrderList,18/3/2023 07:23:40.461,18/3/2023 07:23:41.161
GetItemList,18/3/2023 07:36:31.691,18/3/2023 07:36:32.091
ModifyItem,18/3/2023 07:49:22.921,18/3/2023 07:49:29.571
SetDeliveryAddress,18/3/2023 08:02:14.151,18/3/2023 08:02:14.884
SetDeliveryAddress,18/3/2023 08:15:05.381,18/3/2023 08:15:06.831
GetOrderList,18/3/2023 08:27:56.611,18/3/2023 08:27:58.061
GetPaymentList,18/3/2023 08:40:47.841,18/3/2023 08:40:49.324
GetOrder,18/3/2023 08:53:39.071,18/3/2023 08:53:39.254
ModifyOrder,18/3/2023 09:06:30.301,18/3/2023 09:06:38.267
GetOrder,18/3/2023 09:19:21.531,18/3/2023 09:19:21.697
SetPayment,18/3/2023 09:32:12.761,18/3/2023 09:32:13.827
GetPaymentMethods,18/3/2023 09:45:03.991,18/3/2023 09:45:05.524
GetPaymentList,18/3/2023 09:57:55.221,18/3/2023 09:57:56.454
GetOrderList,18/3/2023 10:10:46.451,18/3/2023 10:10:46.984
GetOrderList,18/3/2023 10:23:37.681,18/3/2023 10:23:38.814
GetItemList,18/3/2023 10:36:28.911,18/3/2023 10:36:30.511
SetPayment,18/3/2023 10:49:20.141,18/3/2023 10:49:21.391
SendNotification,18/3/2023 11:02:11.371,18/3/2023 11:02:11.904
GetItem,18/3/2023 11:15:02.601,18/3/2023 11:15:03.167
GetOrder,18/3/2023 11:27:53.831,18/3/2023 11:27:54.564
GetItemList,18/3/2023 11:40:45.061,18/3/2023 11:40:45.111
Login,18/3/2023 11:53:36.291,18/3/2023 11:53:36.591
SetPayment,18/3/2023 12:06:27.521,18/3/2023 12:06:29.087
Login,18/3/2023 12:19:18.751,18/3/2023 12:19:19.384
GetOrderList,18/3/2023 12:32:09.981,18/3/2023 12:32:10.764
Login,18/3/2023 12:45:01.211,18/3/2023 12:45:02.011
GetTrackingData,18/3/2023 12:57:52.441,18/3/2023 12:57:52.507
GetOrderList,18/3/2023 13:10:43.671,18/3/2023 13:10:44.504
SendNotification,18/3/2023 13:23:34.901,18/3/2023 13:23:34.917
GetItem,18/3/2023 13:36:26.131,18/3/2023 13:36:26.847
GetOrderList,18/3/2023 13:49:17.361,18/3/2023 13:49:18.627
SetPayment,18/3/2023 14:02:08.591,18/3/2023 14:02:09.257
GetPaymentMethods,18/3/2023 14:14:59.821,18/3/2023 14:15:00.671
ModifyOrder,18/3/2023 14:27:51.051,18/3/2023 14:27:53.601
GetPaymentList,18/3/2023 14:40:42.281,18/3/2023 14:40:43.297
ModifyItem,18/3/2023 14:53:33.511,18/3/2023 14:53:42.194
AddItemToOrder,18/3/2023 15:06:24.741,18/3/2023 15:06:25.557
SetDeliveryAddress,18/3/2023 15:19:15.971,18/3/2023 15:19:16.554
GetOrderList,18/3/2023 15:32:07.201,18/3/2023 15:32:08.617
ModifyItem,18/3/2023 15:44:58.431,18/3/2023 15:45:00.597
GetItem,18/3/2023 15:57:49.661,18/3/2023 15:57:49.977
ModifyItem,18/3/2023 16:10:40.891,18/3/2023 16:10:44.724
GetItem,18/3/2023 16:23:32.121,18/3/2023 16:23:32.387
GetItem,18/3/2023 16:36:23.351,18/3/2023 16:36:23.851
Login,18/3/2023 16:49:14.581,18/3/2023 16:49:14.664
GetOrderList,18/3/2023 17:02:05.811,18/3/2023 17:02:07.261
Login,18/3/2023 17:14:57.041,18/3/2023 17:14:58.291
GetItem,18/3/2023 17:27:48.271,18/3/2023 17:27:48.904
GetItemList,18/3/2023 17:40:39.501,18/3/2023 17:40:40.101
GetOrder,18/3/2023 17:53:30.731,18/3/2023 17:53:31.431
GetPaymentMethods,18/3/2023 18:06:21.961,18/3/2023 18:06:22.511
SendNotification,18/3/2023 18:19:13.191,18/3/2023 18:19:13.324
GetItemList,18/3/2023 18:32:04.421,18/3/2023 18:32:05.771
Login,18/3/2023 18:44:55.651,18/3/2023 18:44:56.101
Login,18/3/2023 18:57:46.881,18/3/2023 18:57:48.414
GetPaymentMethods,18/3/2023 19:10:38.111,18/3/2023 19:10:38.527
ModifyItem,18/3/2023 19:23:29.341,18/3/2023 19:23:31.374
GetItem,18/3/2023 19:36:20.571,18/3/2023 19:36:21.871
ModifyItem,18/3/2023 19:49:11.801,18/3/2023 19:49:21.084
GetTrackingData,18/3/2023 20:02:03.031,18/3/2023 20:02:03.497
SetDeliveryAddress,18/3/2023 20:14:54.261,18/3/2023 20:14:54.861
GetTrackingData,18/3/2023 20:27:45.491,18/3/2023 20:27:46.424
GetItem,18/3/2023 20:40:36.721,18/3/2023 20:40:38.271
GetOrder,18/3/2023 20:53:27.951,18/3/2023 20:53:29.517
ModifyOrder,18/3/2023 21:06:19.181,18/3/2023 21:06:23.897
AddItemToOrder,18/3/2023 21:19:10.411,18/3/2023 21:19:11.627
Login,18/3/2023 21:32:01.641,18/3/2023 21:32:02.407
SendNotification,18/3/2023 21:44:52.871,18/3/2023 21:44:53.837
AddItemToOrder,18/3/2023 21:57:44.101,18/3/2023 21:57:45.684
GetTrackingData,18/3/2023 22:10:35.331,18/3/2023 22:10:36.247
GetTrackingData,18/3/2023 22:23:26.561,18/3/2023 22:23:27.311
GetOrder,18/3/2023 22:36:17.791,18/3/2023 22:36:18.891
GetPaymentList,18/3/2023 22:49:09.021,18/3/2023 22:49:09.187
SendNotification,18/3/2023 23:02:00.251,18/3/2023 23:02:00.451
GetPaymentMethods,18/3/2023 23:14:51.481,18/3/2023 23:14:51.931
SetPayment,18/3/2023 23:27:42.711,18/3/2023 23:27:43.944
AddItemToOrder,18/3/2023 23:40:33.941,18/3/2023 23:40:34.941
GetOrderList,18/3/2023 23:53:25.171,18/3/2023 23:53:25.887
Login,19/3/2023 00:06:16.401,19/3/2023 00:06:17.984
SetPayment,19/3/2023 00:19:07.631,19/3/2023 00:19:08.031
GetOrder,19/3/2023 00:31:58.861,19/3/2023 00:31:59.177
GetPaymentList,19/3/2023 00:44:50.091,19/3/2023 00:44:50.774
GetOrder,19/3/2023 00:57:41.321,19/3/2023 00:57:42.654
GetItem,19/3/2023 01:10:32.551,19/3/2023 01:10:34.167
ModifyItem,19/3/2023 01:23:23.781,19/3/2023 01:23:30.047
GetPaymentMethods,19/3/2023 01:36:15.011,19/3/2023 01:36:15.377
GetTrackingData,19/3/2023 01:49:06.241,19/3/2023 01:49:07.391
GetTrackingData,19/3/2023 02:01:57.471,19/3/2023 02:01:57.921
SetPayment,19/3/2023 02:14:48.701,19/3/2023 02:14:49.217
GetOrderList,19/3/2023 02:27:39.931,19/3/2023 02:27:41.064
GetOrder,19/3/2023 02:40:31.161,19/3/2023 02:40:31.327
SetPayment,19/3/2023 02:53:22.391,19/3/2023 02:53:22.557
GetOrder,19/3/2023 03:06:13.621,19/3/2023 03:06:13.754
SetPayment,19/3/2023 03:19:04.851,19/3/2023 03:19:06.184
GetTrackingData,19/3/2023 03:31:56.081,19/3/2023 03:31:57.297
Login,19/3/2023 03:44:47.311,19/3/2023 03:44:48.377
SendNotification,19/3/2023 03:57:38.541,19/3/2023 03:57:39.191
ModifyOrder,19/3/2023 04:10:29.771,19/3/2023 04:10:37.154
Login,19/3/2023 04:23:21.001,19/3/2023 04:23:21.584
ModifyOrder,19/3/2023 04:36:12.231,19/3/2023 04:36:22.164
SetDeliveryAddress,19/3/2023 04:49:03.461,19/3/2023 04:49:04.111
GetOrderList,19/3/2023 05:01:54.691,19/3/2023 05:01:55.057
ModifyItem,19/3/2023 05:14:45.921,19/3/2023 05:14:53.054
GetOrderList,19/3/2023 05:27:37.151,19/3/2023 05:27:37.551
SetPayment,19/3/2023 05:40:28.381,19/3/2023 05:40:28.547
SetDeliveryAddress,19/3/2023 05:53:19.611,19/3/2023 05:53:20.694
SendNotification,19/3/2023 06:06:10.841,19/3/2023 06:06:12.391
SetPayment,19/3/2023 06:19:02.071,19/3/2023 06:19:02.221
SetPayment,19/3/2023 06:31:53.301,19/3/2023 06:31:53.967
Login,19/3/2023 06:44:44.531,19/3/2023 06:44:44.714
GetPaymentMethods,19/3/2023 06:57:35.761,19/3/2023 06:57:36.344
GetItemList,19/3/2023 07:10:26.991,19/3/2023 07:10:27.207
GetOrderList,19/3/2023 07:23:18.221,19/3/2023 07:23:19.321
GetItem,19/3/2023 07:36:09.451,19/3/2023 07:36:09.701
GetTrackingData,19/3/2023 07:49:00.681,19/3/2023 07:49:00.981
Login,19/3/2023 08:01:51.911,19/3/2023 08:01:52.427
Login,19/3/2023 08:14:43.141,19/3/2023 08:14:44.241
GetPaymentMethods,19/3/2023 08:27:34.371,19/3/2023 08:27:34.754
Login,19/3/2023 08:40:25.601,19/3/2023 08:40:26.984
GetItemList,19/3/2023 08:53:16.831,19/3/2023 08:53:17.747
GetPaymentList,19/3/2023 09:06:08.061,19/3/2023 09:06:08.161
GetOrderList,19/3/2023 09:18:59.291,19/3/2023 09:18:59.774
SendNotification,19/3/2023 09:31:50.521,19/3/2023 09:31:50.671
GetOrder,19/3/2023 09:44:41.751,19/3/2023 09:44:42.417
SendNotification,19/3/2023 09:57:32.981,19/3/2023 09:57:33.531
GetPaymentList,19/3/2023 10:10:24.211,19/3/2023 10:10:24.877
GetPaymentList,19/3/2023 10:23:15.441,19/3/2023 10:23:15.991
GetPaymentMethods,19/3/2023 10:36:06.671,19/3/2023 10:36:06.687
SetDeliveryAddress,19/3/2023 10:48:57.901,19/3/2023 10:48:58.201
SetPayment,19/3/2023 11:01:49.131,19/3/2023 11:01:50.281
ModifyOrder,19/3/2023 11:14:40.361,19/3/2023 11:14:49.094
GetItemList,19/3/2023 11:27:31.591,19/3/2023 11:27:33.041
Login,19/3/2023 11:40:22.821,19/3/2023 11:40:23.854
